Date,Precipitation,Runoff,Minimum temperature,Maximum temperature,Soil moisture,Vegetation leaf area,VPeff,Uavg,SRAD
2019-12-10,0.0038148416,,13.92,37.34,,,7.348948,4.8843803,31.3188
2019-12-11,0.0014252455,1.343669e-07,13.23,32.02,5.7428393,0.44,7.910555,3.4256926,31.183968
2019-12-12,0.00548273,,12.1,28.26,,,8.903339,3.1156113,30.990677
2019-12-13,0.0029854022,,12.94,26.82,,,7.256575,3.5103788,29.229954
2019-12-14,0.01819886,,13.95,27.58,,,9.7855,3.7637904,30.454752
2019-12-15,0.009449709,,14.38,30.44,,,6.995303,4.952996,31.23869
2019-12-16,0.024914445,,13.08,30.44,,,7.795843,4.3686595,30.941038
2019-12-17,0.0025410408,,16.81,31.99,,,10.9389105,2.7555833,31.08525
2019-12-18,0.0,,19.36,35.54,,,9.707299,3.0154924,31.426283
2019-12-19,0.013594923,-2.0587483e-09,17.26,39.0,2.7783287,0.44,7.57007,4.981486,31.481268
2019-12-20,0.08018077,,21.7,39.11,,,9.186503,2.9104245,31.514692
2019-12-21,0.015514406,,15.86,40.61,,,10.613363,5.6214657,31.569883
2019-12-22,0.013340331,,13.15,29.12,,,10.91688,5.2740936,28.713703
2019-12-23,0.008026423,,17.11,30.88,,,10.793712,2.6958218,30.8281
2019-12-24,0.0,,17.12,33.06,,,10.204456,4.792599,30.13773
2019-12-25,0.0,,17.740000000000002,32.0,,,12.335485,2.584855,29.93373
2019-12-26,0.0,,19.35,34.57,,,11.959823,2.909164,30.338797
2019-12-27,0.0,-2.686975e-09,21.28,35.93,1.3071387,0.44,10.522416,3.183906,30.856133
2019-12-28,0.0,,20.3,37.28,,,9.412972,3.3519855,31.168343
2019-12-29,0.0,,19.35,36.05,,,9.026051,2.4600441,31.308527
2019-12-30,0.0,,24.93,38.55,,,7.3340917,5.3146033,31.43125
2019-12-31,0.0,,15.67,36.97,,,8.027275,5.0131626,31.269922
