Date,Precipitation,Runoff,Minimum temperature,Maximum temperature,Soil moisture,Vegetation growth,Vegetation leaf area,VPeff,Uavg,SRAD
2018-12-05,0.0,,13.81,27.67,,,,12.866814,4.0145445,28.642363
2018-12-06,0.0002301662,,15.54,29.06,,,,12.975164,2.569564,29.246513
2018-12-07,0.0,,15.62,31.05,,,,12.148753,2.3136716,30.576574
2018-12-08,0.0,,18.41,32.56,,,,10.222227,2.5200877,30.878551
2018-12-09,0.0,,20.18,32.49,,,,10.997417,3.7066545,30.610277
2018-12-10,0.24459733,,16.78,28.77,,,,13.540745,3.8615382,24.78641
2018-12-11,0.059714414,0.016820472,15.09,24.62,132.05678,0.7021114,0.54,16.2216,3.1773665,19.653103
2018-12-12,9.843645,,18.32,26.77,,,,16.183313,4.1689863,20.735413
2018-12-13,10.319155,,12.81,25.48,,,,19.234745,3.0363836,15.591284
2018-12-14,14.589694,,15.14,23.26,,,,14.337061,2.9217699,20.93081
2018-12-15,2.278451,,14.23,26.26,,,,10.980851,3.0647902,27.690256
2018-12-16,0.009769862,,12.63,26.96,,,,12.75253,3.5616393,29.438894
2018-12-17,0.0,,16.86,29.41,,,,13.802651,3.37392,30.08361
2018-12-18,0.0,,17.94,30.57,,,,16.823092,3.7255566,28.949818
2018-12-19,0.0,0.0036879398,18.37,31.59,134.28629,0.71953666,0.56,20.321836,2.2649941,27.968529
2018-12-20,1.8531502,,16.55,33.06,,,,20.16979,5.340989,30.54078
2018-12-21,0.0,,13.29,28.31,,,,13.776083,3.8653421,27.200886
2018-12-22,0.0,,10.76,22.36,,,,10.443372,4.4877186,26.182255
2018-12-23,0.0,,11.71,24.71,,,,9.62265,2.4578805,29.306824
2018-12-24,0.0,,14.3,28.89,,,,9.630812,1.9510124,31.156775
2018-12-25,0.0,,16.07,32.480000000000004,,,,10.414519,1.9805555,31.41659
2018-12-26,0.0,,19.5,35.53,,,,9.735057,2.9527376,31.476885
2018-12-27,0.0,0.0013443448,23.15,37.26,126.75852,0.48189393,0.58,9.6587305,4.228885,30.945337
2018-12-28,0.0,,21.66,37.12,,,,10.564113,3.9353688,31.176954
2018-12-29,0.0,,20.46,36.68,,,,10.185704,3.7378895,31.206106
2018-12-30,0.032507345,,21.58,33.42,,,,10.48083,3.138907,30.370342
2018-12-31,0.2087514,,17.06,33.35,,,,13.925428,3.4472084,30.513416
